Local_To_Overseas_Twinnings::pk_local_to_overseas_twinnings_ID,Local_To_Overseas_Twinnings::fk_localconference_ID,Local_To_Overseas_Twinnings::fk_overseasconference_ID,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_ActiveFlag,Local_To_Overseas_Twinnings::----- U I  F I E L D S -----,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_GreenActive,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_RedInActive,Local_To_Overseas_Twinnings::----- L O O K  U P S -----,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_State_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_DioCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_RegionalCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Parish_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Country_LU
,,,,,,,,,,,,,,
6085,2096,6269,,,,,,ST BERNADETTE,VIC,NORTHERN,DIAMOND VALLEY,IVANHOE WEST,ST YOODA THADEVUS SRN: 6269: KAITHAMKUZHY,INDIA
5516,1770,6589,,,,,,OUR LADY OF THE ROSARY,,BROKEN BAY,WYONG,THE ENTRANCE,LITTLE FLOWER: PULIYARAI,INDIA
5586,1770,6686,,,,,,OUR LADY OF THE ROSARY,,BROKEN BAY,WYONG,THE ENTRANCE,ST THERESIA: PONOROGO,INDONESIA
5587,1770,6687,,,,,,OUR LADY OF THE ROSARY,,BROKEN BAY,WYONG,THE ENTRANCE,ST MARKUS: TANJUNGSARI,INDONESIA
5588,1770,6688,,,,,,OUR LADY OF THE ROSARY,,BROKEN BAY,WYONG,THE ENTRANCE,ST YAKOBUS: SIDOMULYO,INDONESIA
3832,1772,880,,,,,,ST MARY STAR OF THE SEA,,WOLLONGONG,SHOALHAVEN,MILTON/ULLADULLA,ST ANNE (G): CHANNAPETTA,INDIA
4419,1773,1773,,,,,,ST MARY,,WESTERN BRISBANE,IPSWICH,IPSWICH,ST ASSISI: ASSISINAGAR,INDIA
4420,1774,1774,,,,,,HOLY SPIRIT,,WOLLONGONG,SHOALHAVEN,VINCENTIA,ST MARY: ,INDIA
5675,1774,6797,,,,,,HOLY SPIRIT,,WOLLONGONG,SHOALHAVEN,VINCENTIA,ST PETER: NARROWAL,PAKISTAN
3663,1775,601,,,,,,GLEN OSMOND,,ADELAIDE,EASTERN,GLEN OSMOND,ST ANTONY (Y): MUNDAKAYAH,INDIA
3668,1775,606,,,,,,GLEN OSMOND,,ADELAIDE,EASTERN,GLEN OSMOND,O.L. OF ROSARY: VIENGKOOK,THAILAND
4303,1775,1586,,,,,,GLEN OSMOND,,ADELAIDE,EASTERN,GLEN OSMOND,THE RISEN CHRIST: NONSOMBOON,THAILAND
4421,1775,1775,,,,,,GLEN OSMOND,,ADELAIDE,EASTERN,GLEN OSMOND,ST MARY: THURAYOOR (SOUTH),INDIA
5001,1775,5705,,,,,,GLEN OSMOND,,ADELAIDE,EASTERN,GLEN OSMOND,LITTLE FLOWER: PARAPPUPALOOR,INDIA
6321,2013,1778,,,,,,REGIONAL COUNCIL,NSW,SYDNEY ARCH,MACQUARIE,MACQUARIE,SACRED HEART (L) SRN: 1778: VELLILAPPIL,INDIA
6320,2013,2168,,,,,,REGIONAL COUNCIL,NSW,SYDNEY ARCH,MACQUARIE,MACQUARIE,LITTLE FLOWER SRN: 2168: OTHERA WEST,INDIA
,,,,,,,,,,,,,,
4424,1779,1779,,,,,,ST MICHAEL,,SYDNEY ARCH,MACQUARIE,MEADOWBANK,ST SEBASTIAN: KONDADU,INDIA
4714,1779,2367,,,,,,ST MICHAEL,,SYDNEY ARCH,MACQUARIE,MEADOWBANK,ST GEORGE: PAZHAYEROOR,INDIA
3562,1780,376,,,,,,O.L. HELP OF CHRISTIANS,,BROKEN  BAY,HORNSBY,EPPING,MOUNT CARMEL: THIRUVANCHOOR,INDIA
4258,1780,1504,,,,,,O.L. HELP OF CHRISTIANS,,BROKEN  BAY,HORNSBY,EPPING,ST CLARA (Y): JAKARTA,INDONESIA
4833,1780,2524,,,,,,O.L. HELP OF CHRISTIANS,,BROKEN  BAY,HORNSBY,EPPING,ST VIKTOR: CAHAYA BILIPU,INDONESIA
5428,1780,6473,,,,,,O.L. HELP OF CHRISTIANS,,BROKEN  BAY,HORNSBY,EPPING,ST IGNATIUS: KULAMANICKAM,INDIA
4427,1783,1783,,,,,,ST KEVIN,,SOUTHERN,BERWICK,HAMPTON PARK,ST PETER: VATTAYAL,INDIA
,,,,,,,,,,,,,,
5178,1785,6050,,,,,,ST JOSEPH,,SOUTHERN,DANDENONG,SPRINGVALE,DON BOSCO (YOUTH): K.C. PUR,INDIA
4429,1786,1786,,,,,,ST PATRICK,,SOUTHERN,BERWICK,PAKENHAM,ST FRANCIS OF ASSISI: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4432,1790,1790,,,,,,ST JOHN,,SOUTHERN,BERWICK,KOO WEE RUP,ST JOSEPH: ,INDIA
4443,1793,1812,,,,,,ST MONICA,,NORTHER,ESSENDON,MOONEE PONDS,LITTLE FLOWER (L): PONNAMAN LOUIS,INDIA
5101,1793,5907,,,,,,ST MONICA,,NORTHER,ESSENDON,MOONEE PONDS,HOLY FAMILY: CHENNAI,INDIA
5366,1793,6353,,,,,,ST MONICA,,NORTHER,ESSENDON,MOONEE PONDS,O.L. OF THE MIRACULOUS MEDAL: ,PHILIPPINES
5052,1795,5781,,,,,,O.L. STAR OF THE SEA,,NORTH WESTERN,COLAC,APOLLO BAY,ST REMIGIOUS: CHEMMANKALAI,INDIA
6459,16929,1798,,,,,,Gladstone Park Young Vincentians,,Western,Broadmeadows,Gladstone Park,ST VINCENT DE PAUL SRN: 1798: BHUBANESHWAR,INDIA
4465,1798,1851,,,,,,ST DOMINIC,,WESTERN,BROADMEADOWS,BROADMEADOWS,SACRED HEART: ,INDIA
6460,16929,1851,,,,,,Gladstone Park Young Vincentians,,Western,Broadmeadows,Gladstone Park,SACRED HEART SRN: 1851: Surada,INDIA
4436,1799,1799,,,,,,ST ANTHONY,,SOUTHERN,DANDENONG,NOBLE PARK,ST VINCENT: ,INDIA
,,,,,,,,,,,,,,
4437,1800,1800,,,,,,ST BRENDAN,,NORTH WESTERN,COLAC,COBDEN,HOLY ROSARY: CATTACK,INDIA
4463,1800,1849,,,,,,ST BRENDAN,,NORTH WESTERN,COLAC,COBDEN,SACRED HEART: ,INDIA
,,,,,,,,,,,,,,
5468,1803,6519,,,,,,ST PATRICK,,NORTH WESTERN,COLAC,CAMPERDOWN,ST PATRICK: ROSHANPUR,INDIA
5579,1803,6679,,,,,,ST PATRICK,,NORTH WESTERN,COLAC,CAMPERDOWN,ST THERESA OF CHILD JESUS: PAPPANALLUR,INDIA
,,,,,,,,,,,,,,
4515,1805,1963,,,,,,ST LUKE,,EASTERN,RINGWOOD,BLACKBURN SOUTH,ST MARY: ,INDIA
4441,1806,1806,,,,,,ST GERARD (M),,SOUTHERN,DANDENONG,DANDENONG NORTH,O.L.  HELP OF CHRISTIANS: RAGHABPUR,INDIA
4731,1808,2388,,,,,,ST JOSEPH,,EASTERN,WAVERLEY,ELSTERNWICK,CHRIST KING: SPIC NAGAR,INDIA
5102,1811,5908,,,,,,ST COLUMBA,,EASTERN,WAVERLEY,ELWOOD,AMOLIYA MATA: AMOLIYA,INDIA
5179,1814,6051,,,,,,SACRED HEART,,NORTH WESTERN,GLENELG,CASTERTON,ST JOSEPH: RANGIASU,INDIA
5531,1814,6625,,,,,,SACRED HEART,,NORTH WESTERN,GLENELG,CASTERTON,ST THERESSA: MALAYATTOOR,INDIA
4425,1816,1781,,,,,,ST MICHAEL,,SOUTHERN,BERWICK,BERWICK,O.L. OF MT CARMEL: ,INDIA
4446,1816,1816,,,,,,ST MICHAEL,,SOUTHERN,BERWICK,BERWICK,ST AUGUSTINE (SNR): MARARIKULAM,INDIA
5297,1819,6234,,,,,,ST MARY,,MAITLAND/NEWCASTLE,LAKE MACQUARIE W,WARNERS BAY,ST ANTHONY: KOTHAKOTA,INDIA
5449,1820,6494,,,,,,ST BRIGID,,NORTH WESTERN,BALLARAT,BALLAN,OUR LADY OF GOOD HEALTH: MATHIGIRI,INDIA
5510,1822,6583,,,,,,ST ITA,,GIPPSLAND,LATROBE VALLEY,DROUIN,DON BOSCO: MULLAKKARA,INDIA
5578,1822,6678,,,,,,ST ITA,,GIPPSLAND,LATROBE VALLEY,DROUIN,ST ANTONY: ALANDUR,INDIA
4449,1824,1824,,,,,,ST ANDREW,,SOUTHERN,DANDENONG,CLAYTON SOUTH,O.L. IMMACULATE CONCEP (L): ,INDIA
5401,1824,6432,,,,,,ST ANDREW,,SOUTHERN,DANDENONG,CLAYTON SOUTH,SAN LORENZO RUIZ: BATUAN,PHILIPPINES
4172,1825,1387,,,,,,O.L. HELP OF CHRISTIANS,,SOUTHERN,BERWICK,NARRE WARREN,ST JOSEPH: KAWTHOUNG,MYANMAR
5511,1825,6584,,,,,,O.L. HELP OF CHRISTIANS,,SOUTHERN,BERWICK,NARRE WARREN,LOURDE MATHA VANITHA: THRISSUR,INDIA
4450,1827,1827,,,,,,ST LUKE,,NORTHERN,PRESTON,LALOR,ST MARY: ,INDIA
4451,1828,1828,,,,,,ST FRANCIS XAVIER,,SOUTHERN,MORNINGTON,FRANKSTON,ST JOHN: YORDHANAPURAM,INDIA
4763,1831,2438,,,,,,HOLY FAMILY,,SOUTHERN,MORNINGTON,RYE,ST ANTONY: POOVAIKULAM,INDIA
4453,1832,1832,,,,,,ST KEVIN,,MAITLAND/NEWCASTLE,EAST LAKES,CARDIFF,ST ANTONY: ,INDIA
4472,1832,1871,,,,,,ST KEVIN,,MAITLAND/NEWCASTLE,EAST LAKES,CARDIFF,MARY IMMACULATE: ,INDIA
6455,2082,1838,,,,,,HOLY SPIRIT,VIC,WESTERN,GEELONG,MANIFOLD HEIGHTS,ST THOMAS SRN: 1838: Pulluvazhy,INDIA
,,,,,,,,,,,,,,
4458,1839,1839,,,,,,ST CHRISTOPHER (L),,WESTERN,ESSENDON,AIRPORT WEST,SACRED HEART: KHARAGPUR,INDIA
5114,1843,5921,,,,,,ST JOHN BOSCO,,WESTERN,ESSENDON,NIDDRIE,ST JOHN: CHELIDANGA,INDIA
5212,1843,6092,,,,,,ST JOHN BOSCO,,WESTERN,ESSENDON,NIDDRIE,ST MARIA: BLITAR,INDONESIA
4468,1854,1854,,,,,,ST MARY,,EASTERN,CAMBERWELL,MALVERN  EAST,ST ANTHONY: ADHICHAPURAM,INDIA
4500,1854,1922,,,,,,ST MARY,,EASTERN,CAMBERWELL,MALVERN  EAST,ST MARY (L): ,INDIA
5232,1858,6123,,,,,,ST PATRICK,,EASTERN,WAVERLEY,MURRUMBEENA,ST ANTONY: NORTH EDAKOCHI,INDIA
5320,1858,6275,,,,,,ST PATRICK,,EASTERN,WAVERLEY,MURRUMBEENA,CHURCH OF RESURRECTION: RAMANATHAPURAM,INDIA
4772,1859,2453,,,,,,ST JOHN THE BAPTIST,,EASTERN,KNOX SHERBROOKE,FERNTREE GULLY,ST JOSEPH: THANNIPPUZHA,INDIA
5172,1862,6044,,,,,,O.L OF LOURDES (M),,EASTERN,KNOX SHERBROOKE,BAYSWATER,ST MATHEW: VENNALA,INDIA
4819,1866,2509,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,ST JOSEPH: NARIVALAMUNDA,INDIA
5582,1866,6682,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,ST ANTONY: PAVOORCHATRAM,INDIA
5612,1866,6716,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,BLESSED ALPHONSA (W): CHULLIANA,INDIA
5613,1866,6717,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,INFANT JESUS (M): KABANGIRI,INDIA
5614,1866,6718,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,O.L. OF IMMACULATE CONCEPTION: ,THAILAND
5669,1866,6791,,,,,,ST THERESE,,SYDNEY ARCH,SOUTH SYDNEY,MASCOT,ST JOSEPH: VADAKKANAD,INDIA
3592,1867,454,,,,,,ST VINCENT DE PAUL,,GIPPSLAND,LATROBE VALLEY,MORWELL EAST,ST EDWARD: MUNGALADON,MYANMAR
5113,1867,5920,,,,,,ST VINCENT DE PAUL,,GIPPSLAND,LATROBE VALLEY,MORWELL EAST,ST SEBASTIAN: DHARAMAGIRI,INDIA
5670,1869,6792,,,,,,O.L. OF  ROSARY,,SYDNEY ARCH,SOUTH SYDNEY,KENSINGTON,ST MOTHER THERESA (Y): VILAMBUKANDAM,INDIA
4249,1873,1493,,,,,,ST BONAVENTURE,,PARRAMATTA,BLUE MOUNTAINS,LEURA,ST JAMES: ,PAKISTAN
4253,1873,1497,,,,,,ST BONAVENTURE,,PARRAMATTA,BLUE MOUNTAINS,LEURA,BLESSED EUGENE DE MAZENOO: MAZEROO,PAKISTAN
4618,1873,2198,,,,,,ST BONAVENTURE,,PARRAMATTA,BLUE MOUNTAINS,LEURA,ST MARTIN: ,INDIA
4922,1873,2637,,,,,,ST BONAVENTURE,,PARRAMATTA,BLUE MOUNTAINS,LEURA,ST SEBASTIAN: CHEMMANNUR,INDIA
5134,1873,5955,,,,,,ST BONAVENTURE,,PARRAMATTA,BLUE MOUNTAINS,LEURA,ST JOHN: KIDARAKUZHI,INDIA
4473,1874,1874,,,,,,ST CANICE,,PARRAMATTA,BLUE MOUNTAINS,KATOOMBA,ST JOHN: DUGGIRALA,INDIA
4591,1875,2140,,,,,,ST  FINBAR (N),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,ST MICHAEL: ELURU,INDIA
5135,1875,5956,,,,,,ST  FINBAR (N),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,ST JOSEPH: FATHINANAGAR,INDIA
5416,1875,6460,,,,,,ST  FINBAR (N),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,ST MARY: KANNANALLOR,INDIA
5457,1875,6505,,,,,,ST  FINBAR (N),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,ST THERESIA: TUREN,INDONESIA
4251,1876,1495,,,,,,O.L. HELP OF CHRISTIANS,,PARRAMATTA,BLUE MOUNTAINS,SPRINGWOOD,ST EMMANUEL: ,PAKISTAN
4474,1876,1876,,,,,,O.L. HELP OF CHRISTIANS,,PARRAMATTA,BLUE MOUNTAINS,SPRINGWOOD,ST ANTHONY: VIJAYARAI,INDIA
5136,1876,5957,,,,,,O.L. HELP OF CHRISTIANS,,PARRAMATTA,BLUE MOUNTAINS,SPRINGWOOD,CHRIST KING: NAMMARA,INDIA
4252,1877,1496,,,,,,ST THOMAS AQUINAS,,PARRAMATTA,BLUE MOUNTAINS,SPRINGWOOD,ST PIUS: ,PAKISTAN
4475,1877,1877,,,,,,ST THOMAS AQUINAS,,PARRAMATTA,BLUE MOUNTAINS,SPRINGWOOD,HOLY FAMILY: CHITYALA,INDIA
5098,1882,5903,,,,,,ST ALIPIUS,,NORTH WESTERN,BALLARAT,BALLARAT EAST,SACRED HEART: MANDAI,INDIA
5974,2172,1949,,,,,,ST JOSEPH,VIC,EASTERN,CAMBERWELL,MALVERN,ST PAUL (L)  SRN: 1949: KADAVOOR,INDIA
5975,2172,6272,,,,,,ST JOSEPH,VIC,EASTERN,CAMBERWELL,MALVERN,INFANT JESUS SRN: 6272: ALIYAR,INDIA
4847,1887,2538,,,,,,O.L. OF MT CARMEL,,WESTERN,CENTRAL HIGHLANDS,SUNBURY,ST ANTHONY: ANTHONIARPURAM,INDIA
4250,1894,1494,,,,,,O.L. OF NATIVITY,,PARRAMATTA,BLUE MOUNTAINS,LAWSON,ST DOMINIC: ,PAKISTAN
4485,1894,1894,,,,,,O.L. OF NATIVITY,,PARRAMATTA,BLUE MOUNTAINS,LAWSON,ST VERONICA: NEYVELI,INDIA
4727,1897,2384,,,,,,IMMACULATE HEART OF MARY (DAY),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,SACRED HEART: MOGALTHURU,INDIA
4937,1897,2653,,,,,,IMMACULATE HEART OF MARY (DAY),,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,ST MARY: CHIRAKKAKODE,INDIA
5981,11472,2471,,,,,,OUR LADY OF THE PINES,VIC,EASTERN,RINGWOOD,DONVALE,BLESSED ALPHONSA SRN: 2471: MANJAKUNNU,INDIA
5982,1756,5664,,,,,,SACRED HEART SRN: 1756,VIC,Southern,HAMPTON,SANDRINGHAM,MARIA IMMACULATA SRN: 5664: BOLOK,INDONESIA
5035,1905,5763,,,,,,ST FRANCIS XAVIER,,MAITLAND/NEWCASTLE,EAST LAKES,BELMONT,OUR LADY OF FATIMA: DOOPAGUNTA,INDIA
5918,1295,1913,,,,,,HOLY FAMILY,VIC,SOUTHERN,DANDENONG,DOVETON,O.L. OF ASSUMPTION SRN: 1913: ,INDIA
4495,1915,1915,,,,,,ST MARY,,WESTERN,ESSENDON,ASCOT VALE,CHRIST THE KING: ,INDIA
4496,1918,1918,,,,,,ST CATHAGES,,NORTHERN,MELBOURNE,PARKVILLE,O.L. OF GUADALUPE: ,INDIA
5069,1923,5807,,,,,,SACRED HEART,,,LAUNCESTON,NEWSTEAD,ST JOSEPH: HOLY ROSARY PARISH,PHILIPPINES
5070,1923,5808,,,,,,SACRED HEART,,,LAUNCESTON,NEWSTEAD,ST MICHAEL: DOOVIPURAM WEST,INDIA
5291,1923,6223,,,,,,SACRED HEART,,,LAUNCESTON,NEWSTEAD,ST MARIA MAGDALENE: ODHIYATHURE,INDIA
4388,1925,1734,,,,,,SACRED HEART,,PARRAMATTA,BLUE MOUNTAINS,BLACKHEATH,ST MARK EDUCATIONAL CENTRE: ,PAKISTAN
5137,1925,5958,,,,,,SACRED HEART,,PARRAMATTA,BLUE MOUNTAINS,BLACKHEATH,ST IGNATIUS: PALAYAM,INDIA
4846,1926,2537,,,,,,HOLY FAMILY,,EASTERN,WAVERLEY,MOUNT WAVERLEY,O.L OF PERPETUAL HELP: ,INDIA
4756,1930,2431,,,,,,O.L. OF  NATIVITY,,WESTERN,ESSENDON,ESSENDON WEST,ST XAVIER: KUMILANGULI,INDIA
4817,1930,2507,,,,,,O.L. OF  NATIVITY,,WESTERN,ESSENDON,ESSENDON WEST,ST SEBASTIAN: ALOOR-MATTOM,INDIA
4099,1931,1299,,,,,,ST MARY,,NORTH WESTERN,COLAC,COLAC,ST PETER: THACHALAP,THAILAND
4681,1931,2331,,,,,,ST MARY,,NORTH WESTERN,COLAC,COLAC,ST JOSEPH: BAGO,MYANMAR
5086,1931,5847,,,,,,ST MARY,,NORTH WESTERN,COLAC,COLAC,ST ROCH: PUTHUKUDIYIRUPU,INDIA
5807,1400,6520,,,,,,ST FRANCIS,VIC,YANGON,,TAMWE,ST MARY SRN: 6520: PUTHENPALLY,INDIA
5290,1934,6222,,,,,,ST AUGUSTINE,,,LAUNCESTON,LONGFORD,ST POLYCARP: SITHERY,INDIA
6371,1467,1410,,,,,,ST MARY SRN: 1467,VIC,SANDHURST,MID MURRAY,ECHUCA,ST FRANCIS SRN: 1410: ,PAKISTAN
4504,1936,1936,,,,,,ST ANNE,,SYDNEY ARCH,EASTERN SUBURBS,BONDI BEACH,ST ANTONY: ,INDIA
4195,1937,1412,,,,,,ST PATRICK,,SYDNEY ARCH,EASTERN SUBURBS,BONDI,ST JOHN: ,PAKISTAN
4505,1937,1937,,,,,,ST PATRICK,,SYDNEY ARCH,EASTERN SUBURBS,BONDI,ST ANTONY: ,INDIA
4950,1938,2668,,,,,,ST EDWARD,,ARMIDALE,TAMWORTH,SOUTH TAMWORTH,ST MARY (L): ANACKAMPOIL,INDIA
5116,1938,5929,,,,,,ST EDWARD,,ARMIDALE,TAMWORTH,SOUTH TAMWORTH,ST JOSEPH: MACHIKKOLY,INDIA
4759,1942,2434,,,,,,ST MARY,,ARMIDALE,ARMIDALE,ARMIDALE,ST JOSEPH (MEN): NORTH EDA COCHIN,INDIA
5420,1942,6465,,,,,,ST MARY,,ARMIDALE,ARMIDALE,ARMIDALE,MARY MATHA: SISUMALA,INDIA
5957,554,2502,,,,,,ST MARY AUS SRN: 554,VIC,NORTH WESTERN,WIMMERA,ARARAT,ROSAMISTICA SRN: 2502: KANJAMUNDI,INDIA
4851,1947,2542,,,,,,ST NICHOLAS,,ARMIDALE,TAMWORTH,TAMWORTH,ST MARY (L): KOCHERIPARAMBU,INDIA
5627,1952,6734,,,,,,ST AGNES,,ARMIDALE,TAMWORTH,TAMWORTH,ST ANTONY: WORIUR,INDIA
4855,1954,2547,,,,,,ST FRANCIS XAVIER,,ARMIDALE,NAMOI BARWON,NARRABRI,ST SEBASTIAN (L): KALAMASSERY,INDIA
3599,1957,466,,,,,,ST MARY,,SANDHURST,GOULBURN VALLEY,MOOROOPNA,ST FRANCIS XAVIER:  HPA-AN,MYANMAR
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4512,1959,1959,,,,,,ST JOSEPH,,SANDHURST,GOULBURN VALLEY,COBRAM,ST MARY: ,INDIA
,,,,,,,,,,,,,,
5321,1961,6276,,,,,,ST AUGUSTINE,,SANDHURST,GOULBURN VALLEY,KYABRAM,ST PAUL: RATHINAPURI,INDIA
5419,1966,6464,,,,,,SACRED HEART,,ARMIDALE,NORTH EASTERN,INVERELL,ST AGNES: MULLENKOLLY,INDIA
3845,1967,905,,,,,,ST PETER,,ARMIDALE,TAMWORTH,TAMWORTH,LITTLE FLOWER: OTHARA WEST,INDIA
5628,1967,6735,,,,,,ST PETER,,ARMIDALE,TAMWORTH,TAMWORTH,OUR LADY OF LOURDES (L): ARULPURAM,INDIA
5117,1969,5930,,,,,,GUYRA AUXILIARY,,ARMIDALE,ARMIDALE,GUYRA,SACRED HEART: ARULNILAYAM,INDIA
4518,1972,1972,,,,,,O.L. OF THE WAY,,PARRAMATTA,BLUE MOUNTAINS,EMU PLAINS,ST XAVIER: KAVARAMPATTI,INDIA
5373,1975,6364,,,,,,ST FRANCIS OF ASSISI,,ARMIDALE,ARMIDALE,ARMIDALE,ST ANTONY (L): DWARAKA,INDIA
4707,2006,2360,,,,,,OUR LADY OF MT CARMEL,,WOLLONGONG,CAMPBELLTOWN,ST ANDREWS,ST ANTHONY (MIX): CHERIAPPILLY,INDIA
4766,2006,2441,,,,,,OUR LADY OF MT CARMEL,,WOLLONGONG,CAMPBELLTOWN,ST ANDREWS,SACRED HEART (MIX): V.P. THURUTH ,INDIA
,,,,,,,,,,,,,,
4651,2013,2277,,,,,,REGIONAL COUNCIL,,SYDNEY ARCH,MACQUARIE,MACQUARIE,ST VINCENTIUS: JENANGAN,INDONESIA
4521,2046,2046,,,,,,ST PETER CHANEL,,WESTERN,CENTRAL HIGHLANDS,DEER PARK,ST ANNE: ,PHILIPPINES
4522,2047,2047,,,,,,CHRIST THE KING,,WESTERN,ESSENDON,BRAYBROOK,ST ELIZABETH OF HUNGARY: ,PHILIPPINES
4523,2048,2048,,,,,,ST ANDREW,,WESTERN,ALTONA,WERRIBEE,ST JOSEPH THE WORKER: ,PHILIPPINES
5241,2049,6143,,,,,,O.L. IMMACULATE CONCEPTION,,WESTERN,ESSENDON,SUNSHINE,ST LOUISE DE MARILLAC: SOGOD,PHILIPPINES
4524,2050,2050,,,,,,ST PATRICK,,SANDHURST,MID MURRAY,KERANG,DE PAUL (H.S.) (Y): ,PHILIPPINES
5244,2051,6146,,,,,,ST PATRICK,,SANDHURST,WANGARATTA,WANGARATTA,ST ANTHONY: ,PHILIPPINES
4525,2052,2052,,,,,,ST FRANCIS OF ASSISI,,NORTHERN,PRESTON,MILL PARK,SAN JOAQUIN: ,PHILIPPINES
4015,2053,1193,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,ST MICHAEL:  LETPADAN,MYANMAR
4501,2053,1927,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,ST ALOYSIUS GONZAGA: ,INDIA
4526,2053,2053,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,OZANAM (Y): ,PHILIPPINES
4907,2053,2620,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,ST PETER: PAMPAKUDA,INDIA
5387,2053,6394,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,CHRIST THE KING: HPA-LAN,MYANMAR
5388,2053,6395,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,ST JOSEPH: HAKKA,MYANMAR
5389,2053,6396,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,ST JOSEPH: WAING-MAW,MYANMAR
5497,2053,6558,,,,,,O.L. OF GOOD COUNSEL,,EASTERN,CAMBERWELL,DEEPDENE,HOLY ROSARY: SAIZANG VILLAGE,MYANMAR
,,,,,,,,,,,,,,
3629,2056,526,,,,,,ST MARY,,SANDHURST,GOULBURN VALLEY,NATHALIA,LITTLE FLOWER: ,INDIA
5077,2056,5821,,,,,,ST MARY,,SANDHURST,GOULBURN VALLEY,NATHALIA,STS PETER & PAUL: ,PHILIPPINES
4528,2057,2057,,,,,,ST BRIGID,,EASTERN,YARRA VALLEY,HEALESVILLE,ST JOHN THE APOSTLE: ,PHILIPPINES
4529,2058,2058,,,,,,HOLY CROSS,,EASTERN,WAVERLEY,CAULFIELD SOUTH,SAGRADA FAMILIA: ,PHILIPPINES
5166,2058,6036,,,,,,HOLY CROSS,,EASTERN,WAVERLEY,CAULFIELD SOUTH,ST IMMACULATE: KATTUMANNARKOIL,INDIA
4530,2059,2059,,,,,,ST JOSEPH,,SALE,SOUTH GIPPSLAND,KORUMBURRA,STO NINO: ,PHILIPPINES
4184,2060,1399,,,,,,ST MICHAEL,,EASTERN,CAMBERWELL,ASHBURTON,ST LAZARUS: INSEIN,MYANMAR
4531,2060,2060,,,,,,ST MICHAEL,,EASTERN,CAMBERWELL,ASHBURTON,ST CAYETAN: ,PHILIPPINES
5365,2060,6350,,,,,,ST MICHAEL,,EASTERN,CAMBERWELL,ASHBURTON,ST IGNATIUS LOYALA: SOSO,INDIA
3630,2061,528,,,,,,ST JOSEPH,,SANDHURST,MID MURRAY,ROCHESTER,HOLY TRINITY: ,INDIA
4532,2061,2061,,,,,,ST JOSEPH,,SANDHURST,MID MURRAY,ROCHESTER,SAN ISIDRO LABRADOR: ,PHILIPPINES
6399,16949,1862,,,,,,St Simon’s,,Eastern Central,Knox-Sherbrook,Rowville,ST ANTONY SRN: 1862: Elamakara,INDIA
,,,,,,,,,,,,,,
4534,2063,2063,,,,,,RESURRECTION,,WESTERN,CENTRAL HIGHLANDS,ST ALBANS WEST,FREDERIC OZANAM (Y): ,PHILIPPINES
4535,2064,2064,,,,,,YOUNG VINCENTIANS,,WESTERN,GEELONG,CORIO,ST LOUISE DE MARILLAC (Y): ,PHILIPPINES
4761,2065,2436,,,,,,SACRED HEART,,BALLARAT,RIVERLAND,MILDURA,ST MARY: URUPPUMKUTTY,INDIA
5240,2065,6142,,,,,,SACRED HEART,,BALLARAT,RIVERLAND,MILDURA,SAN LORENZO RUIZ: PALOMPON,PHILIPPINES
