Local_To_Overseas_Twinnings::pk_local_to_overseas_twinnings_ID,Local_To_Overseas_Twinnings::fk_localconference_ID,Local_To_Overseas_Twinnings::fk_overseasconference_ID,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_ActiveFlag,Local_To_Overseas_Twinnings::----- U I  F I E L D S -----,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_GreenActive,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_RedInActive,Local_To_Overseas_Twinnings::----- L O O K  U P S -----,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_State_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_DioCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_RegionalCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Parish_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Country_LU
3812,851,851,,,,,,MARY QUEEN OF PEACE,,MAITLAND/NEWCASTLE,UPPER HUNTER,SCONE,ST MICHAEL: BANSONGYAE,THAILAND
6216,16919,1970,,,,,,Mackillop Conference,,Maitland-Newcastle,,Gateshead,ST LOUIS SRN: 1970: ,INDIA
6217,16919,6231,,,,,,Mackillop Conference,,Maitland-Newcastle,,Gateshead,INFANT JESUS SRN: 6231: KANNACODE,INDIA
6037,1128,854,,,,,,MANNING REGIONAL COUNCIL,NSW,MAITLAND/NEWCASTLE,MANNING,TAREE,O.L. IMMACULATE CONCEPTION SRN: 854: ,THAILAND
4142,855,1348,,,,,,ST BERNADETTE,,PARRAMATTA,PARRAMATTA,DUNDAS VALLEY,ST DAMIANUS (MIX): BOGOR,INDONESIA
4765,855,2440,,,,,,ST BERNADETTE,,PARRAMATTA,PARRAMATTA,DUNDAS VALLEY,MOKSHA RANI: SATHRAMPADU,INDIA
5668,856,6790,,,,,,ST BERNADETTE,,PARRAMATTA,PARRAMATTA,CASTLE HILL,ST SEBASTIAN: NETTOOR,INDIA
3815,857,857,,,,,,ST MARGARET MARY,,PARRAMATTA,PARRAMATTA,MERRYLANDS,ST JOSEPH: NAYATHODE,INDIA
,,,,,,,,,,,,,,
4915,857,2630,,,,,,ST MARGARET MARY,,PARRAMATTA,PARRAMATTA,MERRYLANDS,LITTLE FLOWER (L): OLARIKKARA,INDIA
4916,857,2631,,,,,,ST MARGARET MARY,,PARRAMATTA,PARRAMATTA,MERRYLANDS,ST THOMAS (L): ARANATTUKARA,INDIA
4680,859,2329,,,,,,ST JOHN VIANNEY,,MAITLAND/NEWCASTLE,LAKE MACQUARIE W,MORISSET,ST JOSEPH: TANGELLAMUDI,INDIA
5415,859,6459,,,,,,ST JOHN VIANNEY,,MAITLAND/NEWCASTLE,LAKE MACQUARIE W,MORISSET,ST SAVARIYAR: SEMBIYAKUDI,INDIA
3817,860,860,,,,,,SACRED HEART,,PARRAMATTA,PARRAMATTA,WESTMEAD,ST MARY: ELAVOOR,INDIA
3818,860,861,,,,,,SACRED HEART,,PARRAMATTA,PARRAMATTA,WESTMEAD,ST JOSEPH: KARAYAMPARAMBU,INDIA
,,,,,,,,,,,,,,
5439,868,6484,,,,,,HOLY FAMILY,,PARRAMATTA,PARRAMATTA,GRANVILLE EAST,ST THOMAS: KEEZHILIAM,INDIA
,,,,,,,,,,,,,,
3825,871,871,,,,,,ST BERNADETTE,,PARRAMATTA,BLACKTOWN,LALOR PARK,ST JAMES THE GREATER: ,PHILIPPINES
4617,871,2197,,,,,,ST BERNADETTE,,PARRAMATTA,BLACKTOWN,LALOR PARK,O.L. OF LOURDES: ,INDIA
5129,871,5950,,,,,,ST BERNADETTE,,PARRAMATTA,BLACKTOWN,LALOR PARK,ST ALOYSIUS (L): KARANCADU,INDIA
5130,871,5951,,,,,,ST BERNADETTE,,PARRAMATTA,BLACKTOWN,LALOR PARK,MOTHER THERESA (L): VANIAKKUDI,INDIA
5131,871,5952,,,,,,ST BERNADETTE,,PARRAMATTA,BLACKTOWN,LALOR PARK,ST MARY: VIMALAGIRI,INDIA
3826,872,872,,,,,,OUR LADY QUEEN OF PEACE,,PARRAMATTA,BLACKTOWN,GREYSTANES,ST THERESA: ,INDIA
3827,873,873,,,,,,O.L. OF LOURDES,,PARRAMATTA,BLACKTOWN,SEVEN HILLS,THE ARCHANGEL MICHAEL: ,INDIA
5132,873,5953,,,,,,O.L. OF LOURDES,,PARRAMATTA,BLACKTOWN,SEVEN HILLS,MOTHER OF DEVINE GRACE: MOKAMA,INDIA
5659,873,6781,,,,,,O.L. OF LOURDES,,PARRAMATTA,BLACKTOWN,SEVEN HILLS,NITHYA SAHAYA MATHA: CHEVAYUR,INDIA
3828,874,874,,,,,,ST THERESE,,WOLLONGONG,SHOALHAVEN,SHOALHAVEN HEADS,ST MARY: CHENGULAM,INDIA
5456,874,6504,,,,,,ST THERESE,,WOLLONGONG,SHOALHAVEN,SHOALHAVEN HEADS,ST PETRUS: KEPEK,INDONESIA
5125,875,5946,,,,,,O.L. OF MT CARMEL,,PARRAMATTA,BLACKTOWN,WENTWORTHVILLE,ST THERESA (L): JANDANAPURAM,INDIA
,,,,,,,,,,,,,,
5126,878,5947,,,,,,ST PATRICK,,PARRAMATTA,BLACKTOWN,BLACKTOWN,ST JOHN OF THE CROSS: SILUVAIPURAM,INDIA
3831,879,879,,,,,,MARY IMMACULATE,,PARRAMATTA,BLACKTOWN,QUAKERS HILL,ST JOHN MARIA VIANNY: ,INDIA
5658,879,6779,,,,,,MARY IMMACULATE,,PARRAMATTA,BLACKTOWN,QUAKERS HILL,STS PETER AND PAUL: VINZONS,PHILIPPINES
4418,880,1772,,,,,,ST THOMAS MORE,,WOLLONGONG,CAMPBELLTOWN,RUSE/AIRDS,ST JOSEPH: VEERANCHIRA,INDIA
3834,882,882,,,,,,ST JOSEPH,,PARRAMATTA,NEPEAN HAWKES,KINGSWOOD,ST FRANCIS OF ASSISI: ,PAKISTAN
3835,883,883,,,,,,ST NICHOLAS,,PARRAMATTA,NEPEAN HAWKES,PENRITH,ST ANTHONY CONVENT (Y): ,PAKISTAN
3836,884,884,,,,,,O.L. OF THE ROSARY,,PARRAMATTA,NEPEAN HAWKES,ST MARYS,ST THERESA: ,PAKISTAN
5158,884,6016,,,,,,O.L. OF THE ROSARY,,PARRAMATTA,NEPEAN HAWKES,ST MARYS,ST VINCENT: ,PHILIPPINES
3837,885,885,,,,,,ST MATTHEWS,,PARRAMATTA,NEPEAN HAWKES,WINDSOR,ST CATHERINE: ,PAKISTAN
3838,887,887,,,,,,HOLY SPIRIT,,PARRAMATTA,NEPEAN HAWKES,ST CLAIR,MARIANER: ,PHILIPPINES
3839,888,888,,,,,,ST FRANCIS XAVIER,,SYDNEY ARCH,ST GEORGE,ARNCLIFFE,ASSUMPTION: ARAYANGAD,INDIA
5198,888,6070,,,,,,ST FRANCIS XAVIER,,SYDNEY ARCH,ST GEORGE,ARNCLIFFE,ST MARY: CHULLIKKARA,INDIA
5285,888,6208,,,,,,ST FRANCIS XAVIER,,SYDNEY ARCH,ST GEORGE,ARNCLIFFE,ST FRANCIS ASSISI: THIROOR,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5143,895,5975,,,,,,MATER DEI,,SYDNEY ARCH,ST GEORGE,BLAKEHURST,ST JOSEPH: KOTTURVAYAL,INDIA
4274,896,1535,,,,,,ST PATRICK,,SYDNEY ARCH,ST GEORGE,KOGARAH,LOURDE MATHA: ,INDIA
4877,896,2582,,,,,,ST PATRICK,,SYDNEY ARCH,ST GEORGE,KOGARAH,MARTHA MIRIAM: MANGALAGIRI,INDIA
,,,,,,,,,,,,,,
4023,897,1201,,,,,,ST JOSEPH,,SYDNEY ARCH,ST GEORGE,OATLEY,ST AUGUSTINE: ,INDIA
5142,897,5973,,,,,,ST JOSEPH,,SYDNEY ARCH,ST GEORGE,OATLEY,ST JUDE: PANNIYAL,INDIA
3842,898,898,,,,,,O.L. OF FATIMA,,SYDNEY ARCH,ST GEORGE,PEAKHURST,SACRED HEART: VECHOOR,INDIA
3847,898,908,,,,,,O.L. OF FATIMA,,SYDNEY ARCH,ST GEORGE,PEAKHURST,ST MICHAEL: THEKKADATHU,INDIA
5199,898,6071,,,,,,O.L. OF FATIMA,,SYDNEY ARCH,ST GEORGE,PEAKHURST,ST ANNE: KOTTODY,INDIA
5476,898,6527,,,,,,O.L. OF FATIMA,,SYDNEY ARCH,ST GEORGE,PEAKHURST,ST ANTONY: GLENMARY,INDIA
5477,898,6528,,,,,,O.L. OF FATIMA,,SYDNEY ARCH,ST GEORGE,PEAKHURST,KARMALAMATHA: MOONGALAR,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5196,899,6068,,,,,,ST DECLAN,,SYDNEY ARCH,ST GEORGE,PENSHURST,ST MAXIMILION COLBE: POTHUKUZHI,INDIA
5197,900,6069,,,,,,ST JOSEPH,,SYDNEY ARCH,ST GEORGE,ROCKDALE,ST STEPHEN: POOKKAYAM,INDIA
5453,900,6501,,,,,,ST JOSEPH,,SYDNEY ARCH,ST GEORGE,ROCKDALE,BLESSED ALPHONSA: PAYYANITHOTTAM,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3848,909,909,,,,,,VILLA MARIA,,SYDNEY ARCH,ROZELLE,HUNTERS HILL,SANG TIMU: MADIUN,INDONESIA
4170,909,1384,,,,,,VILLA MARIA,,SYDNEY ARCH,ROZELLE,HUNTERS HILL,ST PETRUS AND PAULUS: MAGETAN,INDONESIA
4277,909,1543,,,,,,VILLA MARIA,,SYDNEY ARCH,ROZELLE,HUNTERS HILL,ST DON BOSCO (MIX): JALI,INDONESIA
3849,910,910,,,,,,ST JUDE,,CANBERRA GOULBURN,WODEN/WESTON,HOLDER,ST ELISABETH: BATU,INDONESIA
4690,910,2341,,,,,,ST JUDE,,CANBERRA GOULBURN,WODEN/WESTON,HOLDER,ST ELIZABETH: WOLOWARU,INDONESIA
3851,913,913,,,,,,"ST MARY, MOTHER OF MEN",,CANBERRA GOULBURN,WODEN/WESTON,PEARCE,ST MONICA (MIX): MALANG,INDONESIA
3852,914,914,,,,,,ST MARY CATHEDRAL,,,HOBART,HOBART,ST JOSEPH (M): BLITAR,INDONESIA
3854,916,916,,,,,,HOLY TRINITY,,CANBERRA GOULBURN,WODEN/WESTON,NORTH WODEN,ST YOSEP (MIX): NGAJUM,INDONESIA
4686,916,2337,,,,,,HOLY TRINITY,,CANBERRA GOULBURN,WODEN/WESTON,NORTH WODEN,ST YOHANES BAPTISTA: WOLOSAMBI,INDONESIA
3855,917,917,,,,,,O.L. HELP OF CHRISTIANS,,CANBERRA GOULBURN,WODEN/WESTON,SOUTH WODEN,ST MARIA TAK BERNODA: KEPANJEN,INDONESIA
4164,917,1377,,,,,,O.L. HELP OF CHRISTIANS,,CANBERRA GOULBURN,WODEN/WESTON,SOUTH WODEN,ST MARTINUS (MIX): LOHDALAM,INDONESIA
4165,917,1378,,,,,,O.L. HELP OF CHRISTIANS,,CANBERRA GOULBURN,WODEN/WESTON,SOUTH WODEN,RATU DAMAI (MIX): PURWOREJO,INDONESIA
4652,917,2278,,,,,,O.L. HELP OF CHRISTIANS,,CANBERRA GOULBURN,WODEN/WESTON,SOUTH WODEN,FREDERICK OZANAM: MALANG,INDONESIA
4687,917,2338,,,,,,O.L. HELP OF CHRISTIANS,,CANBERRA GOULBURN,WODEN/WESTON,SOUTH WODEN,ST YOSEP WOLOBHETO: JOPU,INDONESIA
4729,919,2386,,,,,,ST BEDE,,CANBERRA GOULBURN,GOULBURN,BRAIDWOOD,O.L. OF ASSUMPTION: ORATHANADU,INDIA
3856,920,920,,,,,,STS PETER AND PAUL,,CANBERRA GOULBURN,GOULBURN,GOULBURN,SACRED HEART: RAJAMATTOM,INDIA
4278,920,1544,,,,,,STS PETER AND PAUL,,CANBERRA GOULBURN,GOULBURN,GOULBURN,ST PETER (Y): PERUMPANACHY,INDIA
5175,921,6047,,,,,,CHRIST THE KING,,CANBERRA GOULBURN,GOULBURN,TARALGA,RANIGIRI: MANNUNTHALA,INDIA
3873,923,953,,,,,,ST MARY,,CANBERRA GOULBURN,GOULBURN,CROOKWELL,ST THOMAS: THOMAYARPURAM,INDIA
6435,16909,950,,,,,,Bendigo Regional Council,,North Eastern,,Bendigo,ST MARY SRN: 950: Srambikal,INDIA
6436,16909,1221,,,,,,Bendigo Regional Council,,North Eastern,,Bendigo,ST ANTONY (M) SRN: 1221: KALAYANAD,INDIA
6437,16909,1286,,,,,,Bendigo Regional Council,,North Eastern,,Bendigo,ST LOUISE DE MARILLAC SRN: 1286: ,PHILIPPINES
6438,16909,6042,,,,,,Bendigo Regional Council,,North Eastern,,Bendigo,ST JOSEPH SRN: 6042: SANJOPURAM,INDIA
5830,624,2398,,,,,,TEA TREE GULLY,SA,ADELAIDE,NORTHERN,TEA TREE GULLY,FATIMA MATHA SRN: 2398: CHENNITHALA,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3860,930,930,,,,,,O.L. OF LOURDES,,CANBERRA GOULBURN,COOTAMUNDRA,LAKE CARGELLICO,IMMACULATE CONCEPTION: ,INDIA
,,,,,,,,,,,,,,
3861,931,931,,,,,,ST MICHAEL,,SYDNEY ARCH,NORTH SUBURBS,LANE COVE,ST PAULUS (MIX): REMBANG,INDONESIA
3936,931,1093,,,,,,ST MICHAEL,,SYDNEY ARCH,NORTH SUBURBS,LANE COVE,ST VINSENSIUS (MIX): METRO,INDONESIA
3944,931,1103,,,,,,ST MICHAEL,,SYDNEY ARCH,NORTH SUBURBS,LANE COVE,ST DON BOSCO (Y): KOTABUMI,INDONESIA
4077,931,1269,,,,,,ST MICHAEL,,SYDNEY ARCH,NORTH SUBURBS,LANE COVE,ST MARTIN DE PORES (MIX): SURABAYA,INDONESIA
4151,931,1358,,,,,,ST MICHAEL,,SYDNEY ARCH,NORTH SUBURBS,LANE COVE,ST ANTONIUS: AMBARAWA,INDONESIA
3862,932,932,,,,,,ST JOSEPH,,CANBERRA GOULBURN,YOUNG,GRENFELL,ST BERCHMAN (Y): NEWMAN,INDIA
3863,934,934,,,,,,ST MARY,,CANBERRA GOULBURN,YOUNG,YOUNG,ST SEBASTIAN: ,INDIA
4872,934,2574,,,,,,ST MARY,,CANBERRA GOULBURN,YOUNG,YOUNG,ST YOSEF ARIMATE: MAULAFA,INDONESIA
3864,935,935,,,,,,ST MARY,,CANBERRA GOULBURN,YOUNG,HARDEN,ST JOSEPH: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4694,937,2345,,,,,,HOLY FAMILY,,CANBERRA GOULBURN,TUGGERANONG,GOWRIE,ST YOHANIS MARIA VIANI: MONI,INDONESIA
,,,,,,,,,,,,,,
4825,939,2515,,,,,,ST MARY,,CANBERRA GOULBURN,MONARO,BOMBALA,ST MARIA GORETI: ARAMENGI,INDONESIA
4893,940,2598,,,,,,ST PATRICK,,CANBERRA GOULBURN,MONARO,COOMA,CHERUPUSHAPAM: KANTHALLOOR,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4166,942,1379,,,,,,ST BERNARD,,CANBERRA GOULBURN,FAR SOUTH COAST,BATEMANS BAY,ST VINCENTIUS (MIX): MALANG,INDONESIA
5081,942,5826,,,,,,ST BERNARD,,CANBERRA GOULBURN,FAR SOUTH COAST,BATEMANS BAY,ST LAWRENCE: MULLOORTHURAI,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5079,943,5824,,,,,,ST PATRICK,,CANBERRA GOULBURN,FAR SOUTH COAST,BEGA,SACRED HEART: NJARAKKADU,INDIA
,,,,,,,,,,,,,,
4871,945,2573,,,,,,MARY STAR OF THE SEA,,CANBERRA GOULBURN,FAR SOUTH COAST,NAROOMA,ST ANTONIUS: OEBELO,INDONESIA
,,,,,,,,,,,,,,
6531,970,5730,,,,,,ST AUGUSTINE,NSW,CANBERRA GOULBURN,NORTH CANBERRA,YASS,ST ANTONY SRN: 5730: KURUSADY,INDIA
,,,,,,,,,,,,,,
4693,947,2344,,,,,,ST FRANCIS OF ASSISI,,CANBERRA GOULBURN,TUGGERANONG,CALWELL,ST FRANCELINA: MONI,INDONESIA
,,,,,,,,,,,,,,
3871,949,949,,,,,,PERSONAL,,CANBERRA GOULBURN,WODEN/WESTON,HOLDER,MOTHER OF GOOD HEALTH: ,INDIA
4570,955,2109,,,,,,ST MICHAEL THE ARCHANGEL,,CANBERRA GOULBURN,BELCONNEN,KALEEN,AMALOLPHAVA MATHA: PULLICHIRA,INDIA
4784,955,2469,,,,,,ST MICHAEL THE ARCHANGEL,,CANBERRA GOULBURN,BELCONNEN,KALEEN,ST JACOB: MAYYANAD,INDIA
4290,956,1558,,,,,,ST THOMAS ACQUINAS,,CANBERRA GOULBURN,BELCONNEN,CHARNWOOD,ST JEROME: ,INDIA
5192,956,6064,,,,,,ST THOMAS ACQUINAS,,CANBERRA GOULBURN,BELCONNEN,CHARNWOOD,ST XAVIER: YETTACODE,INDIA
,,,,,,,,,,,,,,
4905,958,2618,,,,,,ST JOHN THE APOSTLE,,CANBERRA GOULBURN,BELCONNEN,KIPPAX,ST MARIA DIKANDUNG: TANPA NODA,INDONESIA
5189,959,6061,,,,,,ST MATTHEW,,CANBERRA GOULBURN,BELCONNEN,PAGE,ST SEBASTIAN: SEBIYOOR,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4827,964,2517,,,,,,ST VINCENT DE PAUL,,CANBERRA GOULBURN,BELCONNEN,ARANDA,ST PETRUS: UMAWALA I,INDONESIA
5837,971,6454,,,,,,ST THOMAS MORE,ACT,CANBERRA GOULBURN,NORTH CANBERRA,CAMPBELL,ST FRANCIS XAVIER: EZHUPUNNA,INDIA
,,,,,,,,,,,,,,
4413,978,1766,,,,,,REGIONAL COUNCIL,,SYDNEY ARCH,WESTERN SUBURBS,WESTERN SUBURBS,STS PETER & PAUL: MONAPPILLY,INDIA
5976,980,2148,,,,,,ST VINCENT,NSW,SYDNEY ARCH,WESTERN SUBURBS,ASHFIELD,ST ANTONY SRN: 2148: KAIPALLY,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5431,980,6476,,,,,,ST VINCENT,,SYDNEY ARCH,WESTERN SUBURBS,ASHFIELD,ST JOSEPH: NADUVALUR,INDIA
5447,980,6492,,,,,,ST VINCENT,,SYDNEY ARCH,WESTERN SUBURBS,ASHFIELD,ST JOSEPH: EDAPPADY,INDIA
6484,16957,6628,,,,,,Western Suburbs Regional Council,,Sydney,western suburbs,N/A,ST MARY (L) SRN: 6628: NADAVAYAL,INDIA
3880,982,982,,,,,,ST MARY,,SYDNEY ARCH,WESTERN SUBURBS,CONCORD,ST GEORGE: CHUNKAPPARA,INDIA
4595,982,2146,,,,,,ST MARY,,SYDNEY ARCH,WESTERN SUBURBS,CONCORD,ST ANTHONY: EDAMARUKU,INDIA
3881,983,983,,,,,,HOLY INNOCENTS,,SYDNEY ARCH,WESTERN SUBURBS,CROYDON,ST THOMAS (M): NEERAMTHANA,INDIA
4626,983,2212,,,,,,HOLY INNOCENTS,,SYDNEY ARCH,WESTERN SUBURBS,CROYDON,ST SEBASTIAN: CHEMPANOLI,INDIA
3882,984,984,,,,,,ST AMBROSE,,SYDNEY ARCH,WESTERN SUBURBS,CONCORD WEST,HOLY CROSS: GAGULTHA,INDIA
,,,,,,,,,,,,,,
5558,985,6657,,,,,,ST PAUL,,SYDNEY ARCH,WESTERN SUBURBS,DULWICH HILL,ST MARY'S VINCENT DE PAUL: PERINCHANKUTTY,INDIA
3884,988,988,,,,,,ALL HALLOWS,,SYDNEY ARCH,WESTERN SUBURBS,FIVE DOCK,ST JOSEPH: MANIAMKULUM,INDIA
5517,988,6590,,,,,,ALL HALLOWS,,SYDNEY ARCH,WESTERN SUBURBS,FIVE DOCK,SACRED HEART OF JESUS: PRATHIPADU - TURUPUPALEM,INDIA
3885,989,989,,,,,,ST JOAN OF ARC,,SYDNEY ARCH,WESTERN SUBURBS,HABERFIELD,LOURDE MATHA: CHENNADU,INDIA
,,,,,,,,,,,,,,
3886,990,990,,,,,,ST THOMAS,,SYDNEY ARCH,WESTERN SUBURBS,LEWISHAM,ST MARY: MUNDUKUZHY,INDIA
5448,991,6493,,,,,,ST PATRICK,,SYDNEY ARCH,WESTERN SUBURBS,MORTLAKE,ST JOSEPH: JOSIGIRI,INDIA
6287,993,993,,,,,,ST PATRICK,NSW,SYDNEY ARCH,WESTERN SUBURBS,SUMMER HILL,ST JOHN SRN: 993: AMPARANIRAPPEL,INDIA
5213,994,6093,,,,,,OZANAM,,WAGGA WAGGA,ALBURY,ALBURY,ST PIUS X (L): PIUSMOUNT,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4237,998,1470,,,,,,HOLY ROSARY,,SANDHURST,BENDIGO,WHITE HILLS,ST MARTHA: ,PAKISTAN
5104,998,5910,,,,,,HOLY ROSARY,,SANDHURST,BENDIGO,WHITE HILLS,ST ANTONY: MALOM NOATOLI,INDIA
5422,999,6467,,,,,,ALL SAINTS,,LISMORE,HASTINGS,WEST KEMPSEY,BLD. CHAVARA KURIAKOSE ELIAS (W): CHAVARAGIRI,INDIA
3890,1000,1000,,,,,,ST CECILIA,,BROKEN BAY,WYONG,TUMBI/WYONG,ST MARY (L): SOOSAIPURAM,INDIA
5589,1000,6689,,,,,,ST CECILIA,,BROKEN BAY,WYONG,TUMBI/WYONG,KERAHIMAN ILAHI: NEGARA,INDONESIA
5590,1000,6690,,,,,,ST CECILIA,,BROKEN BAY,WYONG,TUMBI/WYONG,ST MARIA IMACULATA CONSEPTIONIS: SERANG,INDONESIA
4674,1002,2320,,,,,,ST MARY,,BROKEN BAY,WYONG,TOUKLEY,ST FRANSIS AMBROSIUS: ,INDONESIA
4675,1002,2321,,,,,,ST MARY,,BROKEN BAY,WYONG,TOUKLEY,ST MARTINUS YOHANES (MIX): TRIDADI,INDONESIA
5430,1002,6475,,,,,,ST MARY,,BROKEN BAY,WYONG,TOUKLEY,ST LOURDES: MATHAPURAM,INDIA
5591,1002,6691,,,,,,ST MARY,,BROKEN BAY,WYONG,TOUKLEY,ST FRANSISKUS ASISI: BOGOR,INDONESIA
3891,1003,1003,,,,,,ST AGNES,,LISMORE,HASTINGS,PORT MACQUARIE,ST JOSEPH (L): ,INDIA
4269,1003,1524,,,,,,ST AGNES,,LISMORE,HASTINGS,PORT MACQUARIE,CHRISTU RAJA: VILAKKANNOOR,INDIA
5425,1003,6470,,,,,,ST AGNES,,LISMORE,HASTINGS,PORT MACQUARIE,ST JOSEPH: MUTTICAL,INDIA
6291,1003,6482,,,,,,ST AGNES,NSW,LISMORE,HASTINGS,PORT MACQUARIE,ST SEBASTIAN SRN: 6482: THAZHEKKODE,INDIA
3893,1006,1006,,,,,,ST CATHERINE,,BROKEN BAY,GOSFORD,GOSFORD CENTRE,ST RITA (L): ,INDIA
6134,16904,764,,,,,,St Louise Conference,,,,Woolgoolga,ST JOSEPH SRN: 764: POTTENPLAVU,INDIA
,,,,,,,,,,,,,,
3896,1013,1013,,,,,,ST PATRICK,,WAGGA WAGGA,ALBURY,CULCAIRN,ST THOMAS (L): MUZHUCODE,INDIA
5426,1015,6471,,,,,,SVDP CENTRE,,LISMORE,ORARA,TOORMINA/SAWTELL,INFANT JESUS (MIXED): CHATHANAD,INDIA
5441,1015,6486,,,,,,SVDP CENTRE,,LISMORE,ORARA,TOORMINA/SAWTELL,ST MARY (L): VALIYA KALAVOOR,INDIA
,,,,,,,,,,,,,,
4668,1019,2314,,,,,,ST MARY,,LISMORE,CLARENCE,GRAFTON,VIMALAMBIKA: KANHIRAKOLLY,INDIA
4964,1019,2710,,,,,,ST MARY,,LISMORE,CLARENCE,GRAFTON,O.L. OF ASSUMPTION (L): VANDIPERIYAR,INDIA
3900,1020,1020,,,,,,ST PAUL,,LISMORE,CLARENCE,GRAFTON,ST FRANCIS XAVIER: PANAYAPALLY,INDIA
4268,1020,1521,,,,,,ST PAUL,,LISMORE,CLARENCE,GRAFTON,ST THOMAS: MANIKADAVU,INDIA
5176,1021,6048,,,,,,O.L. STAR OF THE SEA,,LISMORE,HASTINGS,LAKE CATHIE,PUTHARIMATHA: THANKEY,INDIA
5421,1021,6466,,,,,,O.L. STAR OF THE SEA,,LISMORE,HASTINGS,LAKE CATHIE,ST JACOB: THAZAMPALLY,INDIA
4706,1026,2358,,,,,,ST MARY,,LISMORE,RICHMOND,CASINO,CHERUPUSHPAM: CHULLICKAL,INDIA
5445,1026,6490,,,,,,ST MARY,,LISMORE,RICHMOND,CASINO,LITTLE FLOWER: VADOOKARA,INDIA
5024,1032,5751,,,,,,ST COLEMAN,,LISMORE,RICHMOND,KYOGLE,LITTLE FLOWER (JNR): KAVALAM,INDIA
,,,,,,,,,,,,,,
5236,1035,6127,,,,,,HOLY SPIRIT,,LISMORE,RICHMOND,LISMORE,ST MARIA GORETTI (JNR. GIRLS): KALLODY,INDIA
4047,1044,1231,,,,,,ST PETER,,SOUTHERN,HAMPTON,BENTLEIGH EAST,HOLY REDEEMER: MATHOORKONAM,INDIA
4048,1044,1232,,,,,,ST PETER,,SOUTHERN,HAMPTON,BENTLEIGH EAST,O.L. OF PERPETUAL HELP: ,INDIA
4493,1044,1912,,,,,,ST PETER,,SOUTHERN,HAMPTON,BENTLEIGH EAST,ST FRANCIS XAVIER: ,INDIA
4842,1044,2533,,,,,,ST PETER,,SOUTHERN,HAMPTON,BENTLEIGH EAST,LOURDE MARY (W): DANTOLINGI,INDIA
5037,1045,5765,,,,,,PERSONAL,,LISMORE,NORTH COAST,ALSTONVILLE,CHRISTUS RAJA: BEEMANADY,INDIA
3907,1046,1046,,,,,,SEFTON DAY,,SYDNEY ARCH,LIBERTY PLAINS,SEFTON,ST ANTONY: KANAKAMALA,INDIA
4957,1047,2702,,,,,,ST FRANCIS XAVIER,,LISMORE,RICHMOND,BALLINA,SACRED HEART (Y): KANNADY,INDIA
5237,1047,6128,,,,,,ST FRANCIS XAVIER,,LISMORE,RICHMOND,BALLINA,ST DEVAMATHA: MANTHARAMPUTHOOR,INDIA
5427,1048,6472,,,,,,SVDP AUXILIARY,,LISMORE,NORTH COAST,BALLINA,JAPAMALA RAJNI: THURUTHIPURAM,INDIA
5436,1048,6481,,,,,,SVDP AUXILIARY,,LISMORE,NORTH COAST,BALLINA,ST MARY: CHIPPILITHODE,INDIA
4720,1049,2373,,,,,,SACRED HEART,,LISMORE,TWEED BYRON,MURWILLUMBAH,LITTLE FLOWER (Y): MARYGIRI,INDIA
,,,,,,,,,,,,,,
4760,1052,2435,,,,,,O.L.  OF  LOURDES,,LISMORE,TWEED BYRON,BRUNSWICK HEADS,ST SEBASTIAN: CHEDIKKULAM,INDIA
3908,1054,1050,,,,,,ST FINBARR,,LISMORE,TWEED BYRON,BYRON BAY,ST MARTIN (L): VEZHAPARA,INDIA
4719,1054,2372,,,,,,ST FINBARR,,LISMORE,TWEED BYRON,BYRON BAY,ST SEBASTIAN: MANADUKKAM,INDIA
3910,1055,1055,,,,,,SVDP AUXILIARY,,LISMORE,NORTH COAST,BYRON BAY,ST JOSEPH: PARAPPA,INDIA
